user_id,usia,jumlah_anggota_keluarga,frekuensi_belanja_per_minggu,penggunaan_plastik_per_hari_gram,sisa_makanan_per_hari_gram,penggunaan_elektronik_jam,kendaraan,wilayah,pendapatan_juta,volume_sampah_kg_minggu,sampah_plastik_per_orang,sampah_makanan_per_orang,total_konsumsi_harian_gram,rasio_belanja_keluarga,segmen_usia,kendaraan_enc,wilayah_enc,segmen_usia_enc
151,47,5,13,140.6813802818454,251.334994972372,2.8731959868580983,transportasi_umum,Surabaya,3,21.46,28.13627605636908,50.2669989944744,392.0163752542174,2.6,Milenial_Senior,3,4,3
152,54,2,4,129.7667088346477,297.97016697810653,3.2531807318243837,motor,Bandung,3,12.98,64.88335441732384,148.98508348905327,427.7368758127542,2.0,Gen_X,1,0,0
153,40,4,12,131.85213605156463,153.33136222181213,2.477090332689782,motor,Medan,7,18.93,32.96303401289116,38.33284055545303,285.18349827337676,3.0,Milenial_Senior,1,3,3
154,56,6,13,158.7319634683914,203.08735521816263,3.269921547302014,motor,Surabaya,7,22.65,26.4553272447319,33.84789253636044,361.819318686554,2.1666666666666665,Gen_X,1,4,0
155,62,2,2,59.50205495096471,316.44949520648936,5.122231218734775,motor,Surabaya,10,10.4,29.751027475482356,158.22474760324468,375.95155015745405,1.0,Gen_X,1,4,0
156,32,4,11,198.2507480531615,343.94172600151995,5.987903743987441,motor,Medan,3,22.91,49.56268701329037,85.98543150037999,542.1924740546815,2.75,Milenial_Muda,1,3,2
157,60,4,3,125.99340661520746,259.6641000848323,6.922843370735086,mobil,Makassar,7,16.78,31.498351653801866,64.91602502120807,385.65750670003973,0.75,Gen_X,0,2,0
158,46,5,3,156.39013486833915,247.47433385548877,1.3505519061985218,motor,Medan,3,20.8,31.278026973667828,49.494866771097755,403.86446872382794,0.6,Milenial_Senior,1,3,3
159,53,1,4,168.35511333940337,131.70107722520706,4.656274027073416,motor,Bandung,3,14.08,168.35511333940337,131.70107722520706,300.05619056461046,4.0,Gen_X,1,0,0
160,30,1,4,123.70973063435216,228.73675203662728,2.783670937618397,mobil,Makassar,5,11.8,123.70973063435216,228.73675203662728,352.44648267097944,4.0,Milenial_Muda,0,2,2
161,49,3,10,143.4480796500502,244.54566726199985,4.589425817023798,sepeda,Jakarta,3,17.41,47.81602655001674,81.51522242066662,387.99374691205,3.3333333333333335,Milenial_Senior,2,1,3
162,24,5,11,48.23798796872481,183.17038731511636,9.66832716025408,mobil,Medan,5,13.47,9.647597593744962,36.634077463023274,231.40837528384117,2.2,Gen_Z,0,3,1
163,39,4,11,186.6061803666536,152.41789963554703,5.58372352400003,motor,Bandung,5,22.75,46.6515450916634,38.10447490888676,339.02408000220066,2.75,Milenial_Senior,1,0,3
164,45,6,5,204.00345001610825,97.4961861218516,6.798929942296492,motor,Makassar,5,23.1,34.000575002684705,16.249364353641933,301.49963613795984,0.8333333333333334,Milenial_Senior,1,2,3
165,19,1,4,64.95032240306232,60.98161959589663,8.921382544322093,sepeda,Medan,3,6.25,64.95032240306232,60.98161959589663,125.93194199895895,4.0,Gen_Z,2,3,1
166,59,4,11,129.6753561651869,202.88507131757015,7.254716486349516,motor,Surabaya,3,15.47,32.41883904129673,50.72126782939254,332.56042748275706,2.75,Gen_X,1,4,0
167,62,1,10,88.50653108795927,246.3554058293809,4.104171040626031,motor,Medan,3,13.72,88.50653108795927,246.3554058293809,334.8619369173402,10.0,Gen_X,1,3,0
168,23,1,8,141.1129839256297,211.8159460181421,2.448335826860124,mobil,Jakarta,3,16.64,141.1129839256297,211.8159460181421,352.9289299437718,8.0,Gen_Z,0,1,1
169,45,1,6,153.1844196825808,161.29510947671227,4.939711460958298,mobil,Medan,7,17.46,153.1844196825808,161.29510947671227,314.47952915929307,6.0,Milenial_Senior,0,3,3
170,45,6,6,199.36544496283125,173.4834961820289,3.864588431562629,mobil,Makassar,5,23.36,33.227574160471875,28.913916030338147,372.84894114486013,1.0,Milenial_Senior,0,2,3
171,61,5,8,206.0926594713424,216.8376433224388,1.950957426761652,motor,Makassar,5,25.09,41.21853189426848,43.36752866448776,422.93030279378115,1.6,Gen_X,1,2,0
172,61,6,7,215.52719123461063,186.8349543193125,5.481849994578937,motor,Medan,5,26.64,35.92119853910177,31.139159053218748,402.36214555392314,1.1666666666666667,Gen_X,1,3,0
173,37,2,10,138.87936107722172,92.75574559969374,5.531772596118666,sepeda,Makassar,7,15.52,69.43968053861086,46.37787279984687,231.63510667691546,5.0,Milenial_Senior,2,2,3
174,47,4,11,92.65206856332804,273.040017621944,8.538233400526572,motor,Surabaya,15,16.54,23.16301714083201,68.260004405486,365.69208618527205,2.75,Milenial_Senior,1,4,3
175,28,5,12,144.27048498460155,224.33009365358475,4.276473862326372,mobil,Medan,10,22.5,28.854096996920312,44.86601873071695,368.60057863818633,2.4,Milenial_Muda,0,3,2
176,45,5,10,181.6633751151788,221.27187838510787,5.560242777938898,transportasi_umum,Surabaya,10,21.62,36.33267502303576,44.25437567702157,402.93525350028665,2.0,Milenial_Senior,3,4,3
177,42,5,13,88.63701095395713,267.0050162686698,3.669029170619569,mobil,Surabaya,7,18.97,17.727402190791427,53.40100325373396,355.64202722262695,2.6,Milenial_Senior,0,4,3
178,56,5,8,233.0068476724121,134.90837151522604,6.746338861386931,motor,Bandung,7,25.35,46.60136953448242,26.981674303045207,367.9152191876382,1.6,Gen_X,1,0,0
179,50,6,2,194.8944269380171,297.09851501806736,4.750764407619741,motor,Medan,7,22.41,32.48240448966951,49.516419169677896,491.99294195608445,0.3333333333333333,Milenial_Senior,1,3,3
180,18,5,9,139.67164157843354,188.79657184462096,2.654816782294515,mobil,Makassar,5,18.77,27.934328315686706,37.759314368924194,328.4682134230545,1.8,Gen_Z,0,2,1
181,44,3,1,114.45640347943794,271.08791042647,4.973056356669684,transportasi_umum,Surabaya,5,12.94,38.15213449314598,90.36263680882332,385.5443139059079,0.3333333333333333,Milenial_Senior,3,4,3
182,30,4,8,116.54394594436783,258.7559226790124,5.7810457951300025,transportasi_umum,Bandung,5,15.96,29.13598648609196,64.6889806697531,375.29986862338023,2.0,Milenial_Muda,3,0,2
183,58,5,12,153.71031069000776,116.89585375979551,5.510546774827126,motor,Medan,15,22.95,30.74206213800155,23.3791707519591,270.60616444980326,2.4,Gen_X,1,3,0
184,20,4,11,138.5298698634824,240.23203239313088,7.091793430991739,motor,Medan,7,19.97,34.6324674658706,60.05800809828272,378.76190225661327,2.75,Gen_Z,1,3,1
185,56,3,12,197.52513776413124,226.1019736677348,2.103887255918621,transportasi_umum,Jakarta,10,23.67,65.84171258804375,75.3673245559116,423.62711143186607,4.0,Gen_X,3,1,0
186,23,3,12,132.85120858486854,202.4249325995474,3.314514819970117,transportasi_umum,Jakarta,5,18.48,44.283736194956184,67.47497753318247,335.2761411844159,4.0,Gen_Z,3,1,1
187,25,4,4,175.27509053057454,192.4502599971695,6.279574663591075,transportasi_umum,Surabaya,5,19.68,43.818772632643636,48.112564999292374,367.725350527744,1.0,Gen_Z,3,4,1
188,44,1,4,148.5537557912565,193.12854002257663,3.549462044077857,motor,Jakarta,3,14.23,148.5537557912565,193.12854002257663,341.6822958138331,4.0,Milenial_Senior,1,1,3
189,26,2,5,163.48346786985354,265.01515405151963,5.480942498660414,mobil,Surabaya,3,16.8,81.74173393492677,132.50757702575982,428.49862192137317,2.5,Milenial_Muda,0,4,2
190,54,1,8,138.49717822018087,246.2328411033208,0.1605095051764751,transportasi_umum,Makassar,10,14.7,138.49717822018087,246.2328411033208,384.73001932350166,8.0,Gen_X,3,2,0
191,50,1,5,185.38577706248105,202.4383080212532,10.431893144625764,mobil,Surabaya,7,15.69,185.38577706248105,202.4383080212532,387.82408508373425,5.0,Milenial_Senior,0,4,3
192,59,6,8,153.1844196825808,80.64510828229002,4.460562936885328,motor,Jakarta,5,24.28,25.530736613763466,13.440851380381671,233.8295279648708,1.3333333333333333,Gen_X,1,1,0
193,61,1,10,172.9964512911072,239.5554731266895,7.387912519976556,motor,Makassar,10,16.17,172.9964512911072,239.5554731266895,412.5519244177967,10.0,Gen_X,1,2,0
194,41,5,1,180.37571635747523,257.8890895342224,4.326204348833018,mobil,Jakarta,5,19.67,36.075143271495044,51.57781790684449,438.2648058916976,0.2,Milenial_Senior,0,1,3
195,32,6,12,102.78156112284736,384.0328068357576,5.829397057461773,motor,Surabaya,20,22.69,17.13026018714123,64.0054678059596,486.814367958605,2.0,Milenial_Muda,1,4,2
196,49,6,10,166.16228814544897,286.03464504840304,7.983839292690545,mobil,Bandung,5,23.97,27.693714690908163,47.67244084140051,452.19693319385203,1.6666666666666667,Milenial_Senior,0,0,3
197,49,3,9,212.46008837437668,48.0658889667626,7.331612038416771,sepeda,Medan,5,21.69,70.82002945812556,16.021962988920865,260.5259773411393,3.0,Milenial_Senior,2,3,3
198,41,1,6,174.57022835097487,206.27435192149144,4.591090040629551,motor,Jakarta,5,17.3,174.57022835097487,206.27435192149144,380.8445802724663,6.0,Milenial_Senior,1,1,3
199,58,3,3,153.1844196825808,344.91000229319854,4.729491349212615,transportasi_umum,Surabaya,3,12.27,51.06147322752693,114.97000076439951,498.09442197577937,1.0,Gen_X,3,4,0
200,29,4,13,147.51167451754577,249.88390855213095,7.0071331203665705,motor,Makassar,3,19.38,36.87791862938644,62.47097713803274,397.3955830696767,3.25,Milenial_Muda,1,2,2
201,56,2,8,168.74889691698544,226.29217282985672,9.666488808570602,mobil,Jakarta,7,17.75,84.37444845849272,113.14608641492836,395.04106974684214,4.0,Gen_X,0,1,0
202,19,6,9,112.13002415508456,272.0182927132189,5.384565348798082,sepeda,Jakarta,15,18.75,18.68833735918076,45.336382118869814,384.1483168683035,1.5,Gen_Z,2,1,1
203,20,4,6,82.08644016383236,150.20974440073576,8.914127281083282,motor,Medan,10,13.32,20.52161004095809,37.55243610018394,232.29618456456814,1.5,Gen_Z,1,3,1
204,54,4,11,134.19510657817364,238.24719973019648,4.517171179159588,motor,Surabaya,3,19.65,33.54877664454341,59.56179993254912,372.4423063083701,2.75,Gen_X,1,4,0
205,34,5,7,112.95837960161488,179.96255688064716,6.903920727019604,motor,Bandung,7,18.66,22.591675920322977,35.99251137612943,292.92093648226205,1.4,Milenial_Muda,1,0,2
206,19,2,1,149.28554843050156,198.43012113516204,7.202311524494573,motor,Makassar,3,15.35,74.64277421525078,99.21506056758102,347.7156695656636,0.5,Gen_Z,1,2,1
207,19,4,5,70.42976762518558,266.2763612556085,4.180078992294453,transportasi_umum,Surabaya,3,12.1,17.607441906296394,66.56909031390212,336.70612888079404,1.25,Gen_Z,3,4,1
208,45,4,5,178.2350531268078,125.86295180062548,3.505843841396717,transportasi_umum,Makassar,7,19.28,44.55876328170195,31.46573795015637,304.0980049274333,1.25,Milenial_Senior,3,2,3
209,40,2,10,118.26974823533216,303.03859790415504,7.290778377094705,motor,Jakarta,7,15.15,59.13487411766608,151.51929895207752,421.3083461394872,5.0,Milenial_Senior,1,1,3
210,54,2,4,199.7876118340678,166.17504311315653,3.936886125513887,motor,Medan,3,17.73,99.8938059170339,83.08752155657827,365.96265494722434,2.0,Gen_X,1,3,0
211,49,4,6,136.1550580101811,220.85302665203255,3.2113001746491943,motor,Medan,3,16.43,34.03876450254528,55.21325666300814,357.00808466221366,1.5,Milenial_Senior,1,3,3
212,50,2,7,148.73054768077563,87.95936317800455,3.632080996401806,transportasi_umum,Bandung,20,17.19,74.36527384038781,43.979681589002276,236.6899108587802,3.5,Milenial_Senior,3,0,3
213,18,4,9,141.34825606515412,257.58698326971125,3.928773323149176,motor,Medan,3,19.21,35.33706401628853,64.39674581742781,398.9352393348654,2.25,Gen_Z,1,3,1
214,36,4,1,115.59201549498636,315.7203148757262,6.713234209251355,mobil,Jakarta,5,15.18,28.89800387374659,78.93007871893155,431.3123303707126,0.25,Milenial_Senior,0,1,3
215,19,5,6,273.613973113633,202.88507131757015,6.030085346552376,mobil,Bandung,7,28.55,54.722794622726596,40.57701426351403,476.4990444312032,1.2,Gen_Z,0,0,1
216,61,1,7,125.20669109963576,111.182129079232,6.4313164895157815,mobil,Surabaya,3,13.38,125.20669109963576,111.182129079232,236.38882017886777,7.0,Gen_X,0,4,0
217,43,4,3,201.176076123283,222.23864517941664,5.842759622196165,motor,Medan,3,22.46,50.29401903082075,55.55966129485416,423.4147213026996,0.75,Milenial_Senior,1,3,3
218,49,3,8,95.31855269683024,316.3848515993394,3.812319675506722,transportasi_umum,Bandung,5,14.14,31.772850898943414,105.46161719977981,411.70340429616965,2.6666666666666665,Milenial_Senior,3,0,3
219,23,6,5,168.60656955465805,84.01147476152752,6.394205711816545,motor,Jakarta,10,21.49,28.10109492577634,14.001912460254587,252.61804431618557,0.8333333333333334,Gen_Z,1,1,1
220,49,1,9,173.94360819659178,111.49534550173264,7.364907653210608,motor,Makassar,7,15.95,173.94360819659178,111.49534550173264,285.43895369832444,9.0,Milenial_Senior,1,2,3
221,21,1,5,148.79115114509352,163.66483533507875,6.169006432238618,transportasi_umum,Makassar,7,14.07,148.79115114509352,163.66483533507875,312.45598648017227,5.0,Gen_Z,3,2,1
222,28,1,9,121.44976401802134,134.37249403754436,5.899311813251701,transportasi_umum,Jakarta,20,13.4,121.44976401802134,134.37249403754436,255.8222580555657,9.0,Milenial_Muda,3,1,2
223,34,5,10,136.83390486930182,134.62516267128035,3.465890986858647,motor,Jakarta,10,19.68,27.366780973860365,26.92503253425607,271.45906754058217,2.0,Milenial_Muda,1,1,2
224,55,4,4,129.83552490134397,32.47034978689783,5.423634157948956,motor,Makassar,5,15.43,32.45888122533599,8.117587446724457,162.3058746882418,1.0,Gen_X,1,2,0
225,41,5,9,270.1013140917728,247.1245557924694,3.359517341102597,motor,Bandung,5,30.0,54.02026281835456,49.424911158493884,517.2258698842422,1.8,Milenial_Senior,1,0,3
226,22,4,5,148.86984552775905,227.09764022957083,4.951944283838792,motor,Makassar,7,17.71,37.21746138193976,56.77441005739271,375.9674857573299,1.25,Gen_Z,1,2,1
227,51,5,10,176.24443893319753,64.09206401570836,1.719466721549368,motor,Jakarta,7,21.97,35.24888778663951,12.818412803141673,240.3365029489059,2.0,Gen_X,1,1,0
228,23,5,9,239.0812545212684,316.57566079649973,1.7348831940158136,motor,Medan,7,26.89,47.81625090425368,63.31513215929995,555.6569153177682,1.8,Gen_Z,1,3,1
229,39,6,3,106.18406660129094,334.487385194439,4.61790462010594,mobil,Surabaya,7,20.8,17.69734443354849,55.747897532406505,440.6714517957299,0.5,Milenial_Senior,0,4,3
230,28,3,4,151.8830116583969,139.92755601759086,3.903120656346021,transportasi_umum,Medan,3,15.5,50.62767055279897,46.64251867253029,291.8105676759877,1.3333333333333333,Milenial_Muda,3,3,2
231,33,5,9,136.54069341593055,293.32388727816044,5.213574386948347,mobil,Medan,5,19.61,27.308138683186108,58.66477745563209,429.864580694091,1.8,Milenial_Muda,0,3,2
232,50,6,10,145.6930777258318,154.16017560072433,4.730462841769762,mobil,Jakarta,5,22.36,24.28217962097197,25.69336260012072,299.8532533265561,1.6666666666666667,Milenial_Senior,0,1,3
233,26,2,11,141.04940164412574,214.48932081688488,5.06038157442031,motor,Makassar,3,16.65,70.52470082206287,107.24466040844244,355.5387224610106,5.5,Milenial_Muda,1,2,2
234,23,3,6,113.40614571848914,133.1390291983273,6.217214884713481,sepeda,Bandung,3,15.15,37.80204857282971,44.37967639944244,246.54517491681645,2.0,Gen_Z,2,0,1
235,33,5,2,159.77051424983165,377.1401218769821,4.073462088678335,transportasi_umum,Medan,7,20.58,31.95410284996633,75.42802437539642,536.9106361268138,0.4,Milenial_Muda,3,3,2
236,46,1,7,96.86836112919492,176.31862181360816,4.561112376710274,transportasi_umum,Makassar,7,10.91,96.86836112919492,176.31862181360816,273.18698294280307,7.0,Milenial_Senior,3,2,3
237,20,2,2,199.4441368654509,210.115921825877,7.910042445526328,transportasi_umum,Bandung,5,17.68,99.72206843272545,105.0579609129385,409.56005869132787,1.0,Gen_Z,3,0,1
238,37,2,11,181.1654903327302,144.96500900289385,5.006168253650054,transportasi_umum,Medan,7,18.61,90.5827451663651,72.48250450144693,326.13049933562405,5.5,Milenial_Senior,3,3,3
239,53,6,2,125.3268591817992,202.88507131757015,4.641579050749223,mobil,Bandung,7,18.62,20.887809863633198,33.81417855292836,328.2119304993694,0.3333333333333333,Gen_X,0,0,0
240,36,2,11,127.75083393130704,350.9291716871528,5.165025398646379,motor,Makassar,3,16.92,63.87541696565352,175.4645858435764,478.68000561845986,5.5,Milenial_Senior,1,2,3
241,43,3,1,163.77552811741265,330.47433450103523,4.677271253980939,mobil,Surabaya,7,16.85,54.59184270580422,110.15811150034507,494.2498626184479,0.3333333333333333,Milenial_Senior,0,4,3
242,20,5,11,110.07273421969089,276.51522786780976,3.5808554140935507,transportasi_umum,Makassar,10,18.83,22.014546843938177,55.30304557356195,386.5879620875006,2.2,Gen_Z,3,2,1
243,36,5,11,240.5990062067436,150.01683624527578,3.003940325640559,transportasi_umum,Jakarta,10,26.1,48.119801241348725,30.003367249055156,390.61584245201936,2.2,Milenial_Senior,3,1,3
244,37,1,12,167.89628643458843,266.22800767699346,3.4731373196999904,mobil,Bandung,7,19.17,167.89628643458843,266.22800767699346,434.1242941115819,12.0,Milenial_Senior,0,0,3
245,49,6,11,169.66315756918388,199.43657608602115,6.745838373541574,motor,Surabaya,7,24.72,28.277192928197312,33.23942934767019,369.099733655205,1.8333333333333333,Milenial_Senior,1,4,3
246,24,1,3,184.07225401786428,304.9926897394106,3.740189490563176,motor,Bandung,3,16.42,184.07225401786428,304.9926897394106,489.0649437572749,3.0,Gen_Z,1,0,1
247,58,2,6,121.02683629649648,289.27216426922894,4.690150796327447,transportasi_umum,Bandung,5,13.94,60.51341814824824,144.63608213461447,410.2990005657254,3.0,Gen_X,3,0,0
248,50,1,8,204.4504990892387,148.05875375392606,6.401472570265795,mobil,Medan,3,19.13,204.4504990892387,148.05875375392606,352.50925284316475,8.0,Milenial_Senior,0,3,3
249,57,3,9,155.7266683107732,275.8260642269773,4.443217658378043,mobil,Jakarta,20,20.4,51.9088894369244,91.94202140899243,431.55273253775044,3.0,Gen_X,0,1,0
250,56,5,7,197.5072735499416,254.5627560035141,6.266722629687305,motor,Bandung,3,25.19,39.50145470998832,50.91255120070282,452.0700295534557,1.4,Gen_X,1,0,0
251,35,2,4,140.10234367158347,0.0,1.9184139151382664,motor,Makassar,3,12.0,70.05117183579173,0.0,140.10234367158347,2.0,Milenial_Muda,1,2,2
252,57,1,6,215.86391133655928,264.074931170357,4.734966640916207,transportasi_umum,Makassar,15,20.97,215.86391133655928,264.074931170357,479.9388425069163,6.0,Gen_X,3,2,0
253,18,6,5,170.0671813512395,165.4563369087835,5.157792193197017,mobil,Medan,15,21.7,28.344530225206583,27.576056151463916,335.523518260023,0.8333333333333334,Gen_Z,0,3,1
254,28,3,8,259.12535120885434,129.11660365346611,5.046277446196336,transportasi_umum,Jakarta,10,25.0,86.37511706961811,43.0388678844887,388.2419548623204,2.6666666666666665,Milenial_Muda,3,1,2
255,45,3,1,131.5239191588885,132.5391516565006,1.6941626043222322,mobil,Jakarta,3,14.54,43.84130638629617,44.17971721883353,264.0630708153891,0.3333333333333333,Milenial_Senior,0,1,3
256,42,1,1,160.22746980453726,189.1805683494375,7.406225292861609,mobil,Makassar,3,13.56,160.22746980453726,189.1805683494375,349.40803815397476,1.0,Milenial_Senior,0,2,3
257,40,5,13,98.4211876564921,238.40476640693467,3.2906541100571665,motor,Surabaya,5,19.56,19.684237531298418,47.680953281386934,336.82595406342676,2.6,Milenial_Senior,1,4,3
258,48,1,11,123.535088122689,90.76303822462556,5.670074250524936,transportasi_umum,Medan,3,15.21,123.535088122689,90.76303822462556,214.29812634731456,11.0,Milenial_Senior,3,3,3
259,47,2,6,180.9343273923953,215.18782689699717,5.015928565294661,motor,Medan,3,19.83,90.46716369619764,107.59391344849858,396.1221542893925,3.0,Milenial_Senior,1,3,3
260,59,1,10,206.46622187697503,246.14064529544575,7.007419047621355,motor,Makassar,7,18.53,206.46622187697503,246.14064529544575,452.6068671724208,10.0,Gen_X,1,2,0
261,52,3,12,298.2505175860361,348.94446269357053,9.374977658748412,mobil,Makassar,15,30.0,99.41683919534536,116.31482089785685,647.1949802796066,4.0,Gen_X,0,2,0
262,24,1,2,145.16855466883896,113.8647864619896,2.419271030914328,transportasi_umum,Surabaya,5,10.82,145.16855466883896,113.8647864619896,259.03334113082855,2.0,Gen_Z,3,4,1
263,33,5,5,103.33932961772013,172.0310250577757,3.7021722374550015,motor,Surabaya,7,15.17,20.667865923544024,34.406205011555144,275.37035467549583,1.0,Milenial_Muda,1,4,2
264,43,6,1,187.66628801886208,220.9330378157183,5.378184987678104,transportasi_umum,Jakarta,7,19.79,31.277714669810347,36.822172969286385,408.5993258345804,0.16666666666666666,Milenial_Senior,3,1,3
265,19,4,7,93.6086389749347,291.7927464153285,2.7892933648944167,motor,Medan,5,15.95,23.402159743733677,72.94818660383213,385.4013853902632,1.75,Gen_Z,1,3,1
266,18,1,1,178.2138694013368,175.6620895062549,6.56436521591152,motor,Medan,7,15.42,178.2138694013368,175.6620895062549,353.87595890759167,1.0,Gen_Z,1,3,1
267,29,5,4,124.8872141902938,295.8913097592841,6.6867452443141175,motor,Makassar,5,17.58,24.97744283805876,59.178261951856825,420.7785239495779,0.8,Milenial_Muda,1,2,2
268,22,5,9,160.57974851901966,45.01101468188321,6.1188981519900745,motor,Jakarta,3,19.46,32.115949703803935,9.002202936376642,205.59076320090287,1.8,Gen_Z,1,1,1
269,54,6,1,204.55230510823336,99.73214455024912,5.473163501752395,mobil,Medan,10,22.83,34.09205085137223,16.622024091708187,304.28444965848246,0.16666666666666666,Gen_X,0,3,0
270,49,3,4,144.4633285459652,227.89154754673768,7.7394175559395615,motor,Jakarta,3,15.5,48.154442848655066,75.9638491822459,372.35487609270285,1.3333333333333333,Milenial_Senior,1,1,3
271,26,5,6,196.64395421643107,87.13404015296999,2.688749036662276,mobil,Jakarta,20,21.1,39.328790843286214,17.426808030593996,283.7779943694011,1.2,Milenial_Muda,0,1,2
272,58,5,6,193.65792743095744,106.04235785866264,5.130536390685107,transportasi_umum,Makassar,3,20.9,38.73158548619149,21.208471571732527,299.70028528962007,1.2,Gen_X,3,2,0
273,52,5,12,56.78342358454526,202.88507131757015,3.522394262539557,motor,Jakarta,7,14.48,11.356684716909053,40.57701426351403,259.6684949021154,2.4,Gen_X,1,1,0
274,36,5,13,104.91996269822138,261.71511935326595,6.779832665130337,transportasi_umum,Surabaya,5,18.49,20.983992539644277,52.34302387065319,366.6350820514873,2.6,Milenial_Senior,3,4,3
275,33,2,8,71.90965693022642,202.88507131757015,1.3333176709871344,motor,Surabaya,3,9.79,35.95482846511321,101.44253565878508,274.79472824779657,4.0,Milenial_Muda,1,4,2
276,20,2,1,250.08685512650675,213.62386897299157,4.943832268814041,mobil,Bandung,3,22.22,125.04342756325337,106.81193448649579,463.7107240994983,0.5,Gen_Z,0,0,1
277,37,3,7,144.7304037281337,282.63711577222443,5.670477374139897,motor,Makassar,7,18.77,48.2434679093779,94.21237192407482,427.3675195003581,2.3333333333333335,Milenial_Senior,1,2,3
278,41,1,1,239.04146064833213,184.4043833256833,3.1050157300524512,motor,Bandung,10,20.97,239.04146064833213,184.4043833256833,423.4458439740155,1.0,Milenial_Senior,1,0,3
279,50,5,13,68.35238597290083,170.49358163259677,3.747619935556867,motor,Surabaya,10,15.94,13.670477194580167,34.09871632651935,238.8459676054976,2.6,Milenial_Senior,1,4,3
280,41,6,7,121.36157877257372,232.1417026046859,5.030757962744211,motor,Bandung,7,19.77,20.226929795428955,38.690283767447646,353.5032813772596,1.1666666666666667,Milenial_Senior,1,0,3
281,28,1,3,153.1844196825808,184.6311157822848,6.910192758882952,motor,Makassar,10,16.88,153.1844196825808,184.6311157822848,337.8155354648656,3.0,Milenial_Muda,1,2,2
282,25,6,11,158.9637302213342,311.2399824992597,2.9342615428258925,mobil,Makassar,7,22.13,26.493955036889034,51.87333041654329,470.2037127205939,1.8333333333333333,Gen_Z,0,2,1
283,53,1,8,176.64299464067292,111.0869590292452,3.283100119250628,transportasi_umum,Jakarta,10,16.37,176.64299464067292,111.0869590292452,287.72995366991813,8.0,Gen_X,3,1,0
284,55,3,3,87.30958831033715,202.88507131757015,7.251175542080688,transportasi_umum,Medan,7,11.62,29.103196103445715,67.62835710585672,290.1946596279073,1.0,Gen_X,3,3,0
285,57,5,13,218.84017464394643,216.45490999685472,4.45404920016033,mobil,Jakarta,7,26.22,43.768034928789284,43.29098199937094,435.2950846408012,2.6,Gen_X,0,1,0
286,37,5,1,188.8508047878645,169.72367585228324,3.444921920310045,motor,Makassar,10,20.67,37.7701609575729,33.944735170456646,358.5744806401477,0.2,Milenial_Senior,1,2,3
287,52,4,13,170.08127527457367,0.0,6.457369594433832,motor,Surabaya,5,20.39,42.52031881864342,0.0,170.08127527457367,3.25,Gen_X,1,4,0
288,42,6,13,115.7194859459096,187.12760735606457,4.023606005535506,motor,Surabaya,10,19.52,19.286580990984934,31.187934559344097,302.84709330197416,2.1666666666666665,Milenial_Senior,1,4,3
289,52,1,8,166.19000638029726,272.0141589529973,7.054843070677547,motor,Jakarta,7,16.99,166.19000638029726,272.0141589529973,438.20416533329455,8.0,Gen_X,1,1,0
290,42,1,3,135.4255010503255,262.2487348900814,3.672559246040576,mobil,Makassar,3,12.78,135.4255010503255,262.2487348900814,397.6742359404069,3.0,Milenial_Senior,0,2,3
291,46,2,2,67.47543949811191,228.382278573616,4.680810876350008,mobil,Surabaya,3,6.7,33.737719749055955,114.191139286808,295.8577180717279,1.0,Milenial_Senior,0,4,3
292,35,4,1,147.47885741392562,112.17101133206212,6.889943330777463,motor,Makassar,5,14.81,36.869714353481406,28.04275283301553,259.64986874598776,0.25,Milenial_Muda,1,2,2
293,63,2,3,142.1634800888737,231.62475699667868,4.547478257652497,motor,Surabaya,7,14.96,71.08174004443686,115.81237849833934,373.7882370855524,1.5,Gen_X,1,4,0
294,35,2,2,203.120075493756,154.12497427662095,6.512106644157293,transportasi_umum,Makassar,10,19.39,101.560037746878,77.06248713831047,357.2450497703769,1.0,Milenial_Muda,3,2,2
295,19,2,2,38.27867788428986,228.27863247589332,4.86890478643799,transportasi_umum,Bandung,3,4.85,19.13933894214493,114.13931623794666,266.5573103601832,1.0,Gen_Z,3,0,1
296,52,6,6,161.75999144273504,209.72040091213725,8.963383612800058,motor,Makassar,10,20.92,26.959998573789175,34.95340015202287,371.48039235487227,1.0,Gen_X,1,2,0
297,33,6,12,92.22159759471413,121.88997829733027,8.137557208205697,transportasi_umum,Makassar,15,18.54,15.370266265785688,20.314996382888378,214.1115758920444,2.0,Milenial_Muda,3,2,2
298,58,3,1,165.96116710977734,128.6035328514477,2.343807475132504,sepeda,Jakarta,3,17.3,55.320389036592445,42.867844283815906,294.5646999612251,0.3333333333333333,Gen_X,2,1,0
299,53,3,2,168.71400277886528,228.40179635372127,6.044487362496019,motor,Bandung,15,17.19,56.23800092628843,76.1339321179071,397.1157991325865,0.6666666666666666,Gen_X,1,0,0
300,50,2,6,153.1844196825808,182.31095237691983,3.367192027797916,motor,Medan,20,14.99,76.5922098412904,91.15547618845991,335.4953720595006,3.0,Milenial_Senior,1,3,3
301,21,4,3,190.3646562405542,132.77748554742968,5.383013877585461,mobil,Jakarta,10,21.17,47.59116406013855,33.19437138685742,323.14214178798386,0.75,Gen_Z,0,1,1
302,50,1,4,87.71169704501504,126.17358482185335,5.136741258620522,transportasi_umum,Medan,10,10.22,87.71169704501504,126.17358482185335,213.8852818668684,4.0,Milenial_Senior,3,3,3
